1620977540940436992,-0.24011,0.05971,0.06522,0.99711,-0.04639,0.05870,-0.01342,1.00931,-0.20002,-0.05889,
1620977541039866880,-0.13170,0.03811,0.06968,0.99436,-0.05388,0.08877,-0.02168,1.14201,-0.21900,-0.24882,
1620977541138724096,-0.01571,0.00943,0.04179,0.99767,-0.05953,0.03131,-0.01171,1.21625,-0.23037,-0.21288,
1620977541238676992,0.10387,-0.01532,0.02623,0.99841,-0.05618,0.00063,0.00331,1.14435,-0.19723,-0.14668,
1620977541337657088,0.20484,-0.03183,0.01246,0.99836,-0.05145,-0.01679,0.01868,0.90080,-0.13933,-0.05259,
1620977541438848000,0.27623,-0.03929,0.01189,0.99774,-0.05236,-0.03509,0.02321,0.47823,-0.04532,-0.00666,
1620977541539543040,0.29533,-0.03896,0.02060,0.99700,-0.05454,-0.05236,0.01653,-0.07768,0.06267,-0.01479,
1620977541639138048,0.26317,-0.03339,0.03924,0.99593,-0.05693,-0.06930,0.00867,-0.56509,0.13412,-0.06815,
1620977541690625024,0.22865,-0.02638,0.04535,0.99600,-0.05601,-0.06952,0.00397,-0.76030,0.16811,-0.08491,
1620977541790172928,0.14259,-0.01325,0.04124,0.99775,-0.04234,-0.05140,-0.00766,-1.00080,0.20781,-0.07059,
1620977541888295936,0.04374,0.00166,0.04076,0.99906,-0.03670,-0.01839,-0.01369,-0.99795,0.16749,0.00215,
1620977541988795904,-0.05007,0.01542,0.04937,0.99905,-0.04124,0.01189,-0.00730,-0.83572,0.11021,0.06087,
1620977542089080064,-0.11874,0.02417,0.05453,0.99873,-0.04053,0.02977,0.00420,-0.52729,0.07276,0.04576,
1620977542187431168,-0.14709,0.02565,0.05777,0.99829,-0.04572,0.03544,0.00884,-0.07361,-0.02844,0.04497,
1620977542291309056,-0.13360,0.01284,0.06168,0.99849,-0.04408,0.02988,0.01359,0.28094,-0.22457,0.04687,
1620977542388236032,-0.10242,-0.01011,0.05620,0.99792,-0.06222,0.01403,0.00930,0.34487,-0.21538,-0.01628,
1620977542490402816,-0.07569,-0.00717,0.04648,0.99722,-0.07411,0.00673,-0.00276,0.23748,0.27605,-0.09002,
1620977542590734080,-0.05913,0.03991,0.03814,0.99688,-0.07790,0.00250,-0.01251,0.12628,0.65934,-0.11118,
1620977542688829952,-0.04863,0.11874,0.03177,0.99834,-0.05611,0.00401,-0.01214,0.11690,0.94579,-0.08573,
1620977542741110016,-0.04307,0.16808,0.03844,0.99936,-0.03068,0.01654,-0.00752,0.09045,0.98401,0.01191,
1620977542839814912,-0.03717,0.26148,0.05447,0.99950,0.00287,0.03154,0.00140,0.06246,0.91059,0.04261,
1620977542942113024,-0.03582,0.34214,0.06218,0.99927,0.02994,0.02292,0.00609,-0.03551,0.63370,-0.03051,
1620977543043101184,-0.04778,0.37827,0.05708,0.99753,0.06552,-0.00497,0.02490,-0.14422,0.02981,-0.00068,
1620977543139815936,-0.06034,0.35795,0.06105,0.99613,0.08033,-0.00969,0.03438,-0.07312,-0.46479,0.05001,
1620977543238866176,-0.06531,0.28737,0.07248,0.99736,0.06080,0.00991,0.03841,-0.00322,-0.91776,0.08407,
1620977543339766016,-0.06311,0.17579,0.08039,0.99819,0.02999,0.03519,0.03849,0.04916,-1.24706,0.06391,
1620977543440012032,-0.05892,0.04445,0.08433,0.99826,-0.00265,0.05249,0.02683,0.05972,-1.34052,0.08001,
1620977543537765120,-0.05339,-0.08225,0.08881,0.99786,-0.03880,0.05197,0.00773,0.06960,-1.24815,0.05113,
1620977543640211968,-0.04669,-0.19854,0.09344,0.99728,-0.05873,0.04265,-0.01290,0.08898,-0.96324,0.06963,
1620977543692980992,-0.04220,-0.24202,0.09795,0.99686,-0.06499,0.03936,-0.02228,0.08965,-0.69485,0.08892,
1620977543791575040,-0.03545,-0.27953,0.10558,0.99575,-0.08026,0.03431,-0.02954,0.00708,-0.05118,0.05136,
1620977543889884928,-0.03711,-0.25403,0.10740,0.99567,-0.08247,0.03312,-0.02732,-0.06533,0.53970,-0.03000,
1620977543987447040,-0.04341,-0.17588,0.10645,0.99642,-0.07151,0.03949,-0.02155,-0.09594,0.94776,-0.06709,
1620977544090585088,-0.05265,-0.08163,0.10420,0.99738,-0.05141,0.04698,-0.01959,-0.09113,0.85321,-0.07325,
1620977544189744896,-0.05588,-0.01174,0.09084,0.99761,-0.03465,0.05973,-0.00202,-0.01527,0.55124,-0.15907,
1620977544293699072,-0.05510,0.02858,0.07669,0.99841,-0.01649,0.05158,0.01544,-0.02234,0.26028,0.07932,
1620977544392273920,-0.05107,0.05213,0.11407,0.99890,-0.00886,0.04304,0.01644,0.09741,0.23776,0.94163,
1620977544488776960,-0.04686,0.06602,0.23223,0.99859,0.00141,0.05300,-0.00289,0.00939,0.06789,1.46552,
1620977544591032064,-0.05529,0.06631,0.37567,0.99788,0.02113,0.05777,-0.02142,-0.04412,-0.00646,1.23977,
1620977544695444224,-0.06662,0.06322,0.46525,0.99861,0.01944,0.04153,-0.02606,-0.08127,-0.02306,0.43496,
1620977544739578112,-0.07445,0.05941,0.47500,0.99915,0.01623,0.02866,-0.02461,-0.08543,-0.04531,0.04892,
1620977544842147072,-0.08427,0.05167,0.42872,0.99985,0.00481,0.00306,-0.01624,-0.02880,-0.06336,-0.79040,
1620977544938850048,-0.08138,0.04740,0.32048,0.99997,-0.00673,0.00395,-0.00282,0.00914,-0.03113,-1.19091,
1620977545038523904,-0.08110,0.04428,0.20313,0.99979,-0.01428,0.00657,0.01312,-0.01042,-0.02587,-1.05571,
1620977545139334912,-0.08018,0.04269,0.11920,0.99972,-0.01077,-0.00028,0.02117,0.02033,-0.01635,-0.69428,
1620977545239168000,-0.07629,0.04181,0.06977,0.99971,-0.01404,-0.00611,0.01842,0.03754,0.00520,-0.41249,
1620977545339246080,-0.07246,0.04193,0.05102,0.99942,-0.02616,-0.01091,0.01907,0.02882,0.01840,-0.15471,
1620977545440258048,-0.06905,0.03934,0.04393,0.99953,-0.02490,-0.00469,0.01710,0.02272,-0.00437,-0.09273,
1620977545540886016,-0.06583,0.03924,0.02820,0.99936,-0.02556,-0.00558,0.02451,0.00842,0.01632,-0.15734,
1620977545640332032,-0.05972,0.04378,0.02396,0.99919,-0.03418,0.00449,0.02095,0.12983,0.03360,-0.03265,
1620977545739175168,-0.05307,0.03607,0.02906,0.99946,-0.02314,0.01291,0.01930,0.02025,-0.10129,0.04872,
1620977545789794816,-0.05069,0.03429,0.03154,0.99953,-0.02137,0.01118,0.01891,-0.00602,0.03664,0.04289,
1620977545889313024,-0.04811,0.03724,0.03348,0.99937,-0.02667,0.01181,0.02012,0.00904,-0.04942,0.04747,
1620977545989955840,-0.04941,0.03288,0.03571,0.99946,-0.02338,0.01219,0.01947,0.02855,0.01174,0.03560,
1620977546089984000,-0.05042,0.03415,0.03479,0.99939,-0.02527,0.01357,0.01984,-0.00555,-0.04477,0.03557,
1620977546190606080,-0.05071,0.03301,0.03483,0.99940,-0.02508,0.01391,0.01965,0.01058,0.00272,0.02407,
1620977546288814080,-0.05169,0.03289,0.03449,0.99940,-0.02494,0.01392,0.01956,0.01430,-0.03086,0.02158,
1620977546389380864,-0.05181,0.03335,0.03424,0.99937,-0.02589,0.01410,0.01964,-0.00327,-0.01257,0.01811,
1620977546489737984,-0.05182,0.03311,0.03416,0.99938,-0.02548,0.01406,0.01963,0.00180,-0.00838,0.01331,
1620977546591126016,-0.05234,0.03349,0.03372,0.99938,-0.02580,0.01399,0.01967,0.00468,-0.02003,0.01206,
1620977546691211008,-0.05247,0.03381,0.03365,0.99937,-0.02610,0.01390,0.01970,-0.00633,-0.00958,0.01085,
1620977546738766080,-0.05230,0.03417,0.03352,0.99938,-0.02602,0.01349,0.01962,-0.00032,-0.01642,0.00954,
1620977546840590080,-0.05255,0.03378,0.03385,0.99937,-0.02622,0.01350,0.01963,-0.00745,-0.00959,0.00847,
